DataGarrison Station - IMEI: 300534066096200
Time zone: UTC-360 minutes (Daylight Savings not considered in this live file.)
Date_Time	Wind Speed_21491169_mph	Gust Speed_21491169_mph	Wind Direction_21491169_deg	Temperature_MOD_14_0_deg_F	RH_MOD_14_1b_%	Pressure_MOD_14_2_mb	Light_MOD_14_4_lux	
01/23/26 08:00:00	17.439	24.414	242.878	12.236	69.090	627.400	1200.550
01/23/26 09:00:00	16.567	22.670	237.263	10.004	88.080	627.520	187783.140
01/23/26 10:00:00	14.823	26.594	238.667	11.984	89.570	627.480	1570824.640
01/23/26 11:00:00	12.643	22.670	238.667	12.722	89.860	627.460	2048014.400
01/23/26 12:00:00	10.027	15.695	240.071	12.866	90.320	627.320	1635528.320
01/23/26 13:00:00	8.283	13.079	234.455	13.370	90.420	626.600	2185509.760
01/23/26 14:00:00	10.027	18.747	234.455	13.496	90.730	625.900	1797287.680
01/23/26 15:00:00	15.259	28.338	245.686	13.244	90.700	625.180	2136981.920
01/23/26 16:00:00	11.771	21.362	240.071	13.352	91.030	625.040	1312009.840
01/23/26 17:00:00	10.463	15.259	233.051	13.100	91.100	625.040	543653.440
01/23/26 18:00:00	13.951	28.774	244.282	12.290	91.050	624.860	79606.630
01/23/26 19:00:00	14.387	23.542	244.282	11.822	90.980	624.840	3.940
01/23/26 20:00:00	12.207	20.490	235.859	11.660	90.950	624.900	0.000
01/23/26 21:00:00	12.643	20.926	235.859	11.408	90.930	624.740	0.000
01/23/26 22:00:00	11.335	15.695	235.859	11.228	90.890	624.400	0.000
01/23/26 23:00:00	10.899	17.003	240.071	10.976	90.890	624.280	0.000
01/24/26 00:00:00	8.283	15.259	240.071	10.652	90.820	624.220	0.000
01/24/26 01:00:00	7.847	12.643	238.667	9.734	90.560	623.880	0.000
01/24/26 02:00:00	4.796	10.463	224.627	9.518	90.550	623.560	0.000
01/24/26 03:00:00	3.488	6.540	227.435	9.302	90.470	623.440	0.000
01/24/26 04:00:00	5.232	7.847	249.898	9.068	90.430	623.340	0.000
01/24/26 05:00:00	5.232	7.411	240.071	8.816	90.360	622.780	0.000
01/24/26 06:00:00	5.668	10.899	240.071	8.132	90.170	622.480	0.000
01/24/26 07:00:00	5.232	9.155	211.992	7.826	90.110	622.380	0.000
01/24/26 08:00:00	5.232	10.027	211.992	7.466	89.970	622.660	1887.710
01/24/26 09:00:00	8.283	13.515	226.031	7.934	90.070	622.460	430421.960
01/24/26 10:00:00	7.411	12.207	241.475	11.516	91.090	622.400	1214954.320
01/24/26 11:00:00	5.668	9.155	244.282	14.540	91.270	622.420	1336273.680
01/24/26 12:00:00	9.155	16.131	214.800	10.796	90.680	622.500	1562736.640
01/24/26 13:00:00	10.899	19.619	248.494	8.240	88.300	622.020	1942870.880
01/24/26 14:00:00	12.207	20.926	317.286	5.918	86.740	621.260	2913426.240
01/24/26 15:00:00	17.875	30.082	343.961	3.092	87.950	621.160	2428148.640
01/24/26 16:00:00	19.183	30.082	349.576	1.130	87.390	621.320	2460500.320
01/24/26 17:00:00	16.131	27.466	348.173	0.698	87.490	621.380	1870079.200
01/24/26 18:00:00	12.643	33.134	348.173	-0.202	87.480	621.420	697324.720
01/24/26 19:00:00	8.283	14.823	352.384	-1.498	87.260	621.780	48.370
01/24/26 20:00:00	9.591	18.747	7.020	-3.064	86.680	621.800	0.000
01/24/26 21:00:00	15.259	30.518	315.882	-3.046	85.310	621.400	0.000
01/24/26 22:00:00	22.234	41.853	303.247	-2.560	78.470	620.700	0.000
01/24/26 23:00:00	13.951	38.365	273.765	-3.892	80.180	621.320	0.000
01/25/26 00:00:00	9.591	18.311	268.149	-3.820	82.990	621.440	0.000
01/25/26 01:00:00	16.131	28.338	284.996	-3.640	84.640	621.260	0.000
01/25/26 02:00:00	17.875	29.646	310.267	-6.250	83.370	621.300	0.000
01/25/26 03:00:00	20.055	43.597	308.863	-6.214	83.820	621.320	0.000
01/25/26 04:00:00	18.747	38.365	297.631	-6.250	74.170	621.440	0.000
01/25/26 05:00:00	13.951	40.109	322.902	-4.234	55.920	620.820	0.000
01/25/26 06:00:00	27.466	48.392	318.690	-4.684	56.260	620.500	0.000
01/25/26 07:00:00	27.902	50.572	320.094	-4.054	57.230	620.320	0.000
01/25/26 08:00:00	27.466	49.700	307.459	-6.124	69.270	620.580	4808.780
01/25/26 09:00:00	22.670	46.649	299.035	-7.078	73.490	621.220	307080.560
01/25/26 10:00:00	14.387	31.826	275.169	-6.340	76.690	621.640	1182602.400
01/25/26 11:00:00	12.643	40.981	247.090	-4.522	72.330	621.520	1967134.720
01/25/26 12:00:00	13.515	34.441	238.667	-2.956	84.330	621.860	2525204.160
01/25/26 13:00:00	16.567	30.518	219.012	-4.144	84.540	621.080	3139889.280
01/25/26 14:00:00	21.798	30.954	228.839	-4.684	84.380	620.460	2670787.360
01/25/26 15:00:00	17.875	37.057	228.839	-4.450	85.080	620.540	1918606.880
01/25/26 16:00:00	18.311	31.390	209.184	-4.630	84.820	620.820	2088454.240
01/25/26 17:00:00	18.747	39.237	240.071	-5.314	84.920	621.940	468839.800
01/25/26 18:00:00	23.542	42.725	279.380	-6.520	84.690	622.120	71518.670
01/25/26 19:00:00	21.362	41.417	273.765	-6.700	84.660	622.960	5.920
01/25/26 20:00:00	29.646	57.548	277.976	-8.230	84.030	623.640	0.000
01/25/26 21:00:00	15.259	37.929	317.286	-10.822	83.390	624.880	1.970
01/25/26 22:00:00	17.875	42.725	299.035	-12.586	83.000	625.600	1.970
01/25/26 23:00:00	7.847	26.594	327.114	-14.080	82.830	626.500	1.970
01/26/26 00:00:00	10.027	29.646	318.690	-13.504	80.460	626.800	0.000
01/26/26 01:00:00	17.439	50.572	301.843	-10.804	55.330	627.360	0.000
01/26/26 02:00:00	31.390	50.572	307.459	-7.636	41.360	627.880	0.000
01/26/26 03:00:00	31.826	51.880	310.267	-5.260	34.010	628.720	0.000
01/26/26 04:00:00	26.594	53.624	304.651	-4.090	28.640	629.120	0.000
01/26/26 05:00:00	27.030	41.853	310.267	-2.506	23.650	629.900	0.000
01/26/26 06:00:00	15.259	29.646	321.498	-2.200	23.370	630.560	0.000
01/26/26 07:00:00	9.155	27.466	313.075	0.554	20.320	630.940	0.000
01/26/26 08:00:00	14.387	37.493	311.671	3.362	21.830	631.040	5867.160
01/26/26 09:00:00	30.518	51.880	289.208	6.818	15.970	631.260	503213.640
01/26/26 10:00:00	32.698	54.932	292.016	7.556	14.260	632.220	1077458.880
01/26/26 11:00:00	20.490	39.673	282.188	6.062	16.750	632.920	1506120.800
01/26/26 12:00:00	18.311	28.774	270.957	7.880	21.830	632.980	1934782.880
01/26/26 13:00:00	17.875	27.902	258.322	7.178	27.770	633.100	1522296.800
01/26/26 14:00:00	16.131	32.698	255.514	8.168	29.390	633.000	1489945.120
01/26/26 15:00:00	14.387	29.210	256.918	7.988	37.870	633.360	1336273.680
01/26/26 16:00:00	8.283	21.362	255.514	8.096	40.380	633.640	3236944.640
01/26/26 17:00:00	14.387	33.569	266.745	7.664	35.970	633.640	3010481.600
01/26/26 18:00:00	10.899	18.311	263.937	6.314	36.720	633.640	1206866.320
01/26/26 19:00:00	13.951	27.466	292.016	6.296	34.070	634.000	47.390
01/26/26 20:00:00	15.695	37.057	290.612	7.808	35.900	633.840	0.000
01/26/26 21:00:00	16.131	47.084	303.247	7.124	34.890	634.120	0.000
01/26/26 22:00:00	9.155	26.594	290.612	5.252	35.510	634.680	1.970
01/26/26 23:00:00	4.360	21.362	22.463	6.332	34.320	634.760	1.970
01/27/26 00:00:00	3.924	10.463	196.549	6.638	31.800	635.080	1.970
01/27/26 01:00:00	3.924	9.155	226.031	7.034	31.410	635.080	1.970
01/27/26 02:00:00	7.847	13.515	283.592	7.070	34.710	634.900	0.000
01/27/26 03:00:00	6.540	16.567	248.494	7.196	36.710	634.840	0.000
01/27/26 04:00:00	6.540	13.515	251.302	7.880	35.430	634.560	0.000
01/27/26 05:00:00	10.027	18.747	251.302	7.610	36.240	634.100	0.000
01/27/26 06:00:00	13.515	27.030	254.110	8.204	47.970	633.940	0.000
01/27/26 07:00:00	16.131	35.313	256.918	8.420	34.180	633.900	0.000
01/27/26 08:00:00	14.823	33.134	287.804	5.126	41.680	634.420	4556.030
01/27/26 09:00:00	14.387	32.262	280.784	6.314	53.280	634.400	410202.080
01/27/26 10:00:00	18.311	34.005	280.784	6.998	66.040	634.860	996579.360
01/27/26 11:00:00	18.747	36.185	289.208	7.628	69.210	635.320	1659792.160
01/27/26 12:00:00	20.926	42.289	283.592	8.672	69.130	635.260	2266389.280
01/27/26 13:00:00	23.978	45.777	304.651	9.374	68.210	635.100	1643616.320
01/27/26 14:00:00	20.490	39.673	293.420	10.382	61.520	634.880	1603176.480
01/27/26 15:00:00	22.670	46.649	293.420	11.228	52.880	634.720	1417153.440
01/27/26 16:00:00	20.926	42.289	282.188	11.858	51.230	635.060	2654611.520
01/27/26 17:00:00	15.695	32.262	275.169	11.804	52.520	635.200	3220768.640
01/27/26 18:00:00	15.259	25.286	287.804	10.418	53.660	635.460	1312009.840
01/27/26 19:00:00	23.542	41.853	301.843	9.680	57.570	635.300	32.580
01/27/26 20:00:00	21.362	40.545	307.459	9.986	52.380	635.920	1.970
01/27/26 21:00:00	20.490	44.469	304.651	9.788	48.830	636.100	1.970
01/27/26 22:00:00	13.515	38.801	289.208	9.050	53.300	636.380	1.970
01/27/26 23:00:00	18.311	37.493	306.055	9.734	48.560	636.400	3.940
01/28/26 00:00:00	14.823	32.262	290.612	9.896	45.120	636.600	3.940
01/28/26 01:00:00	11.335	25.722	308.863	11.570	37.210	636.420	3.940
01/28/26 02:00:00	5.232	11.335	241.475	9.302	42.840	636.480	3.940
01/28/26 03:00:00	3.052	12.207	299.035	11.696	35.510	636.520	1.970
01/28/26 04:00:00	6.540	14.387	241.475	12.668	34.170	636.320	0.000
01/28/26 05:00:00	10.899	22.670	262.533	13.226	31.940	636.380	0.000
01/28/26 06:00:00	8.719	19.619	258.322	13.352	30.500	636.020	0.000
01/28/26 07:00:00	11.335	23.542	242.878	12.992	32.710	636.080	0.000
01/28/26 08:00:00	10.027	17.439	231.647	13.352	35.180	635.980	7004.530
01/28/26 09:00:00	8.283	15.695	245.686	13.730	35.750	636.040	539609.440
01/28/26 10:00:00	9.591	16.567	249.898	15.548	31.370	636.040	980403.360
01/28/26 11:00:00	6.540	13.079	224.627	15.332	42.190	636.040	1546560.640
01/28/26 12:00:00	5.232	11.335	190.933	17.276	41.250	635.360	2015662.560
01/28/26 13:00:00	6.540	14.387	192.337	15.620	48.470	634.460	1514208.800
01/28/26 14:00:00	14.387	27.466	233.051	16.574	46.960	633.480	1789199.680
01/28/26 15:00:00	22.234	46.649	231.647	15.782	51.170	632.700	1740671.840
01/28/26 16:00:00	20.055	38.801	237.263	15.404	45.920	632.520	1473769.120
01/28/26 17:00:00	17.439	26.158	234.455	15.296	48.470	632.080	1522296.800
01/28/26 18:00:00	20.055	34.877	233.051	12.812	49.940	632.000	120551.940
01/28/26 19:00:00	22.670	41.417	196.549	10.922	56.810	631.840	16.780
01/28/26 20:00:00	23.106	45.341	221.820	9.158	60.400	631.600	3.940
01/28/26 21:00:00	20.926	37.929	240.071	6.836	80.500	631.460	3.940
01/28/26 22:00:00	19.183	32.698	249.898	6.440	72.960	631.620	3.940
01/28/26 23:00:00	14.823	27.466	277.976	4.928	81.820	631.860	3.940
01/29/26 00:00:00	10.463	23.978	338.345	3.416	86.360	631.660	5.920
01/29/26 01:00:00	16.131	24.414	268.149	3.560	86.810	631.360	5.920
01/29/26 02:00:00	25.722	49.700	308.863	5.936	80.430	631.480	5.920
01/29/26 03:00:00	10.899	33.134	287.804	3.632	86.580	631.640	3.940
01/29/26 04:00:00	20.926	39.237	303.247	4.442	82.990	631.820	3.940
01/29/26 05:00:00	23.978	48.828	310.267	3.722	86.480	631.920	0.000
01/29/26 06:00:00	12.643	43.597	315.882	3.938	81.890	631.860	0.000
01/29/26 07:00:00	11.771	24.850	336.941	2.066	86.880	632.100	0.000
01/29/26 08:00:00	9.155	26.158	336.941	1.814	86.630	632.300	8647.400
01/29/26 09:00:00	17.439	45.777	317.286	2.930	79.720	632.780	424356.040
01/29/26 10:00:00	13.515	39.237	318.690	3.434	85.990	633.360	1328185.760
01/29/26 11:00:00	14.387	35.749	300.439	4.694	78.060	633.920	1821551.360
01/29/26 12:00:00	10.027	22.234	315.882	5.954	80.330	634.600	2654611.520
01/29/26 13:00:00	8.719	22.234	311.671	6.008	80.460	634.300	2492852.320
01/29/26 14:00:00	13.079	31.826	308.863	7.358	72.120	633.880	1942870.880
01/29/26 15:00:00	20.490	39.673	307.459	8.888	58.460	633.260	1651704.160
01/29/26 16:00:00	14.823	36.621	304.651	8.672	66.420	633.720	3334000.320
01/29/26 17:00:00	13.515	30.082	314.478	8.114	73.320	634.300	3123713.280
01/29/26 18:00:00	14.823	30.518	314.478	7.160	72.770	634.320	863127.920
01/29/26 19:00:00	13.951	30.518	327.114	8.510	49.050	634.400	74.040
01/29/26 20:00:00	13.951	34.877	314.478	4.298	86.780	635.020	3.940
01/29/26 21:00:00	10.899	30.082	313.075	4.226	81.350	634.940	3.940
01/29/26 22:00:00	10.463	32.698	315.882	6.296	72.410	634.980	3.940
01/29/26 23:00:00	19.619	44.469	356.596	3.758	87.090	635.020	3.940
01/30/26 00:00:00	15.695	34.441	338.345	4.568	81.570	635.080	3.940
01/30/26 01:00:00	19.619	34.441	342.557	6.692	78.930	634.860	7.890
01/30/26 02:00:00	13.951	36.621	339.749	5.738	87.350	635.200	9.870
01/30/26 03:00:00	13.515	28.338	327.114	6.206	88.320	635.040	8.880
01/30/26 04:00:00	19.619	34.005	331.325	5.738	88.380	634.860	7.890
01/30/26 05:00:00	23.106	44.469	0.000	5.738	88.220	634.920	5.920
01/30/26 06:00:00	23.106	41.853	1.404	5.504	88.280	634.540	1.970
01/30/26 07:00:00	18.747	47.956	335.537	6.242	88.610	635.120	0.000
01/30/26 08:00:00	20.490	40.981	329.922	6.242	88.400	635.240	8647.400
01/30/26 09:00:00	23.106	59.292	348.173	6.476	88.430	635.540	673060.800
01/30/26 10:00:00	26.594	46.649	358.000	6.548	88.690	636.240	1182602.400
01/30/26 11:00:00	20.490	42.725	353.788	6.836	88.410	636.600	1886255.200
01/30/26 12:00:00	23.542	45.341	356.596	9.860	79.640	636.840	1845815.360
01/30/26 13:00:00	23.106	42.725	349.576	10.868	77.630	636.700	1910519.040
01/30/26 14:00:00	8.719	27.902	338.345	12.668	75.650	636.700	1643616.320
01/30/26 15:00:00	7.411	23.542	322.902	13.784	71.070	636.240	1384801.440
01/30/26 16:00:00	15.695	30.954	290.612	13.730	70.300	636.340	3576639.360
01/30/26 17:00:00	17.875	37.057	294.824	14.450	65.500	636.680	3269296.640
01/30/26 18:00:00	10.463	32.262	289.208	11.678	78.640	636.840	1570824.640
01/30/26 19:00:00	9.591	23.978	318.690	9.050	89.110	637.320	96.750
01/30/26 20:00:00	14.823	27.030	308.863	10.850	78.550	637.220	3.940
01/30/26 21:00:00	14.823	26.158	307.459	9.824	81.900	637.520	3.940
01/30/26 22:00:00	14.823	35.749	289.208	12.992	70.190	637.280	5.920
01/30/26 23:00:00	12.643	24.850	329.922	11.678	78.110	637.200	5.920
01/31/26 00:00:00	10.899	21.362	338.345	11.516	88.720	637.160	5.920
01/31/26 01:00:00	12.207	36.185	310.267	14.198	88.980	637.020	9.870
01/31/26 02:00:00	13.515	36.185	300.439	13.550	88.310	637.180	9.870
01/31/26 03:00:00	16.567	46.213	297.631	16.286	84.840	636.640	7.890
01/31/26 04:00:00	21.798	49.700	299.035	16.250	86.860	636.520	9.870
01/31/26 05:00:00	23.978	52.316	300.439	15.548	86.630	636.660	7.890
01/31/26 06:00:00	19.619	54.932	303.247	14.612	89.420	636.360	3.940
01/31/26 07:00:00	28.774	64.087	303.247	16.988	74.800	636.100	0.000
01/31/26 08:00:00	27.030	63.651	303.247	15.188	88.190	637.140	5930.350
01/31/26 09:00:00	23.542	59.292	303.247	17.798	71.680	636.560	539609.440
01/31/26 10:00:00	16.567	57.548	314.478	16.862	74.770	637.320	1223042.240
01/31/26 11:00:00	26.594	55.804	307.459	18.302	65.360	637.840	1506120.800
01/31/26 12:00:00	10.463	36.185	318.690	19.022	66.890	637.940	1967134.720
01/31/26 13:00:00	15.695	50.136	308.863	19.778	64.890	637.380	1878167.200
01/31/26 14:00:00	14.387	36.621	317.286	19.760	68.350	637.040	1578912.640
01/31/26 15:00:00	9.591	32.698	328.518	19.652	67.410	637.200	1303921.920
01/31/26 16:00:00	10.899	27.466	314.478	19.274	58.390	637.100	2978130.240
01/31/26 17:00:00	17.439	46.213	306.055	20.840	43.730	637.120	2913426.240
01/31/26 18:00:00	14.823	47.084	308.863	20.282	41.720	637.320	1344361.600
01/31/26 19:00:00	13.951	32.698	331.325	15.116	80.180	637.640	131.310
01/31/26 20:00:00	20.055	37.493	0.000	14.252	85.950	637.820	3.940
01/31/26 21:00:00	20.926	42.725	342.557	18.572	45.160	637.720	3.940
01/31/26 22:00:00	16.567	37.493	318.690	15.998	57.410	637.760	5.920
01/31/26 23:00:00	16.567	28.338	324.306	17.132	44.030	637.860	7.890
02/01/26 00:00:00	10.027	21.798	336.941	15.998	46.960	638.280	9.870
02/01/26 01:00:00	4.360	15.695	259.725	15.368	45.650	638.380	5.920
02/01/26 02:00:00	3.924	10.027	328.518	12.794	72.890	638.240	5.920
02/01/26 03:00:00	5.668	18.311	279.380	17.240	35.310	637.980	12.830
02/01/26 04:00:00	6.540	20.490	283.592	16.286	38.780	637.940	14.800
02/01/26 05:00:00	11.771	30.082	310.267	19.040	26.230	637.820	14.800
02/01/26 06:00:00	10.899	29.210	310.267	20.642	23.540	637.360	12.830
02/01/26 07:00:00	22.234	32.698	307.459	20.966	21.950	637.500	8.880
02/01/26 08:00:00	23.106	41.417	310.267	21.848	30.910	637.220	11617.200
02/01/26 09:00:00	19.183	37.929	300.439	22.424	40.620	638.180	523433.560
02/01/26 10:00:00	21.362	39.237	313.075	24.278	42.790	638.800	1020843.200
02/01/26 11:00:00	15.695	28.338	332.729	23.900	43.060	639.200	1352449.600
02/01/26 12:00:00	9.155	19.619	348.173	25.700	41.870	639.460	1781111.680
02/01/26 13:00:00	3.488	7.847	71.600	28.346	39.760	639.020	1441417.280
02/01/26 14:00:00	2.616	6.540	220.416	28.076	42.940	638.560	1368625.600
02/01/26 15:00:00	6.104	10.463	228.839	26.834	46.460	638.360	1287745.920
02/01/26 16:00:00	6.104	12.207	226.031	27.554	44.940	638.440	2800194.880
02/01/26 17:00:00	7.847	13.515	228.839	26.762	43.650	638.360	2606083.840
02/01/26 18:00:00	6.540	12.643	228.839	26.078	41.200	637.960	1409065.440
02/01/26 19:00:00	4.360	8.719	234.455	32.000	41.710	637.860	133.280
02/01/26 20:00:00	10.463	16.131	227.435	22.946	38.800	637.840	1.970
02/01/26 21:00:00	9.591	15.695	228.839	22.784	38.030	637.680	3.940
02/01/26 22:00:00	7.411	12.207	224.627	23.450	31.570	637.520	3.940
02/01/26 23:00:00	7.411	12.207	216.204	21.524	38.930	637.520	5.920
02/02/26 00:00:00	5.668	9.591	220.416	22.712	35.320	637.280	9.870
02/02/26 01:00:00	7.411	14.387	247.090	32.000	34.090	636.940	9.870
02/02/26 02:00:00	8.719	14.823	238.667	22.568	32.530	636.680	7.890
02/02/26 03:00:00	7.847	13.515	235.859	22.532	30.820	636.240	9.870
02/02/26 04:00:00	9.591	15.259	244.282	22.928	26.880	635.980	12.830
02/02/26 05:00:00	8.719	16.567	283.592	22.370	29.450	635.780	12.830
02/02/26 06:00:00	7.847	14.387	259.725	22.460	28.980	635.700	12.830
02/02/26 07:00:00	9.155	16.131	268.149	22.262	29.910	635.380	10.860
02/02/26 08:00:00	13.079	17.875	261.129	21.524	33.810	635.280	10353.460
02/02/26 09:00:00	12.643	19.183	251.302	21.452	35.640	635.480	315168.520
02/02/26 10:00:00	15.259	27.466	261.129	21.938	43.280	635.580	964227.440
02/02/26 11:00:00	13.951	25.286	299.035	21.290	45.880	635.660	1619352.320
02/02/26 12:00:00	10.899	21.362	238.667	23.594	40.120	635.820	1845815.360
02/02/26 13:00:00	11.771	28.338	247.090	22.748	44.070	635.560	1425241.280
02/02/26 14:00:00	11.335	27.030	304.651	22.424	53.070	634.980	2250213.440
02/02/26 15:00:00	23.978	44.905	270.957	21.542	63.190	634.460	1910519.040
02/02/26 16:00:00	19.183	37.057	266.745	22.748	54.390	634.960	3091361.280
02/02/26 17:00:00	14.823	34.441	341.153	19.724	62.950	635.180	2832546.880
02/02/26 18:00:00	12.207	23.978	317.286	19.256	62.020	635.660	1433329.280
02/02/26 19:00:00	14.387	34.877	313.075	16.664	62.060	635.720	179.680
02/02/26 20:00:00	9.591	21.798	320.094	15.674	55.040	635.420	0.000
02/02/26 21:00:00	12.207	36.185	304.651	14.396	63.710	635.860	0.000
02/02/26 22:00:00	6.104	17.875	310.267	13.478	55.810	635.860	1.970
02/02/26 23:00:00	10.899	26.594	303.247	14.234	47.850	635.940	1.970
02/03/26 00:00:00	7.847	26.158	318.690	14.162	38.630	636.300	3.940
02/03/26 01:00:00	4.360	17.003	335.537	13.658	38.450	636.260	3.940
02/03/26 02:00:00	7.847	22.670	301.843	14.864	27.760	635.620	5.920
02/03/26 03:00:00	18.747	43.161	299.035	15.998	33.100	635.820	1.970
02/03/26 04:00:00	7.411	14.823	244.282	14.000	33.790	635.460	7.890
02/03/26 05:00:00	15.259	22.670	259.725	14.180	42.960	635.380	9.870
02/03/26 06:00:00	18.311	26.594	258.322	15.296	41.910	635.440	8.880
02/03/26 07:00:00	26.158	41.853	272.361	15.962	47.760	635.680	7.890
02/03/26 08:00:00	23.542	48.828	292.016	14.810	53.050	636.180	11364.450
02/03/26 09:00:00	21.362	38.365	311.671	15.044	57.800	636.700	343476.400
02/03/26 10:00:00	17.439	33.134	283.592	14.486	72.710	637.280	798424.320
02/03/26 11:00:00	13.951	32.698	276.573	32.000	69.690	637.120	1562736.640
02/03/26 12:00:00	13.079	29.646	299.035	15.404	71.950	637.580	2153157.760
02/03/26 13:00:00	10.899	28.338	334.133	14.594	78.340	637.320	3026657.600
02/03/26 14:00:00	12.207	32.262	322.902	15.926	77.730	637.140	2169333.760
02/03/26 15:00:00	8.719	23.542	324.306	15.152	75.780	636.740	2331093.120
02/03/26 16:00:00	8.719	28.338	324.306	15.836	73.440	637.200	3528111.360
02/03/26 17:00:00	22.670	51.880	301.843	14.396	67.620	637.380	1805375.520
02/03/26 18:00:00	21.798	48.828	299.035	13.532	70.140	637.740	660928.920
02/03/26 19:00:00	18.311	41.853	297.631	12.902	73.100	637.640	103.660
02/03/26 20:00:00	15.695	47.956	314.478	12.596	77.450	637.940	0.000
02/03/26 21:00:00	12.207	37.057	324.306	12.164	78.220	638.260	0.000
02/03/26 22:00:00	12.207	37.057	318.690	11.444	76.620	638.460	0.000
02/03/26 23:00:00	12.643	40.545	317.286	11.012	77.490	638.740	1.970
02/04/26 00:00:00	10.463	26.594	317.286	10.184	79.390	638.920	1.970
02/04/26 01:00:00	8.283	33.569	315.882	9.734	79.430	638.820	1.970
02/04/26 02:00:00	9.591	38.365	321.498	10.598	70.230	638.860	3.940
02/04/26 03:00:00	23.106	47.956	289.208	12.074	61.220	638.220	3.940
02/04/26 04:00:00	16.567	38.801	296.227	9.320	78.900	639.140	1.970
02/04/26 05:00:00	13.515	43.161	301.843	10.688	68.030	638.900	5.920
02/04/26 06:00:00	17.003	46.649	289.208	10.886	69.950	638.960	5.920
02/04/26 07:00:00	18.747	48.392	294.824	10.652	63.210	639.420	5.920
02/04/26 08:00:00	13.079	33.134	324.306	11.426	54.290	639.560	17935.920
02/04/26 09:00:00	12.207	37.493	327.114	14.792	34.270	639.980	571961.320
02/04/26 10:00:00	10.899	34.005	335.537	15.404	35.060	640.520	1077458.880
02/04/26 11:00:00	11.771	37.929	348.173	15.800	36.580	640.960	1498032.960
02/04/26 12:00:00	9.155	35.749	345.365	18.104	35.840	641.460	1748759.680
02/04/26 13:00:00	6.540	27.902	331.325	21.632	31.040	641.240	1506120.800
02/04/26 14:00:00	6.975	26.158	331.325	22.334	31.340	641.000	1457593.120
02/04/26 15:00:00	8.283	23.978	328.518	21.650	33.240	641.140	1303921.920
02/04/26 16:00:00	10.899	30.518	352.384	22.064	36.630	641.180	2719315.200
02/04/26 17:00:00	6.104	20.055	304.651	24.260	34.180	641.280	2751666.880
02/04/26 18:00:00	6.540	18.747	318.690	21.164	41.130	641.320	1724495.840
02/04/26 19:00:00	7.847	20.926	334.133	18.788	48.630	641.640	246.820
02/04/26 20:00:00	9.155	22.234	327.114	18.572	48.810	641.720	0.000
02/04/26 21:00:00	16.131	29.646	310.267	22.082	47.980	641.560	0.000
02/04/26 22:00:00	16.567	31.826	307.459	22.496	47.960	641.580	0.000
02/04/26 23:00:00	13.515	30.082	315.882	22.244	48.530	641.580	0.000
02/05/26 00:00:00	12.643	28.338	328.518	20.966	49.370	641.600	0.000
02/05/26 01:00:00	10.027	28.774	328.518	19.796	52.000	641.520	0.000
02/05/26 02:00:00	10.463	27.902	306.055	20.660	45.300	641.460	1.970
02/05/26 03:00:00	10.899	24.414	324.306	22.334	43.960	641.380	1.970
02/05/26 04:00:00	11.771	24.414	317.286	24.836	56.760	641.300	0.000
02/05/26 05:00:00	5.232	16.131	325.710	22.334	57.230	641.140	0.000
02/05/26 06:00:00	3.052	8.283	342.557	24.764	56.730	640.980	3.940
02/05/26 07:00:00	7.411	17.439	334.133	26.456	48.880	640.980	1.970
02/05/26 08:00:00	13.515	21.362	349.576	26.672	34.880	641.020	19705.160
02/05/26 09:00:00	6.975	14.823	346.769	26.240	36.870	641.240	547697.440
02/05/26 10:00:00	12.207	27.902	335.537	26.762	44.880	641.100	1020843.200
02/05/26 11:00:00	25.722	34.877	349.576	27.140	52.070	641.000	1360537.600
02/05/26 12:00:00	25.286	33.134	355.192	27.050	52.130	641.000	1457593.120
02/05/26 13:00:00	23.106	30.518	355.192	28.796	51.230	640.820	1417153.440
02/05/26 14:00:00	12.643	27.030	358.000	31.100	45.460	640.740	1312009.840
02/05/26 15:00:00	4.360	10.027	18.251	32.522	43.750	640.400	1182602.400
02/05/26 16:00:00	3.488	9.591	47.733	33.332	43.550	640.320	2784018.880
02/05/26 17:00:00	7.411	12.643	230.243	31.730	48.760	640.240	2589907.840
02/05/26 18:00:00	5.668	10.463	221.820	31.046	48.490	640.180	1627440.320
02/05/26 19:00:00	4.796	10.463	219.012	28.220	51.530	640.140	311.980
02/05/26 20:00:00	3.052	6.540	210.588	28.310	50.690	640.220	0.000
02/05/26 21:00:00	3.924	6.540	179.702	28.364	50.550	640.160	0.000
02/05/26 22:00:00	4.796	7.411	206.376	29.066	46.570	640.240	0.000
02/05/26 23:00:00	5.232	7.411	204.973	29.246	44.870	640.320	0.000
02/06/26 00:00:00	3.924	6.104	165.663	27.428	48.000	640.300	0.000
02/06/26 01:00:00	9.155	13.951	209.184	25.322	51.840	640.220	0.000
02/06/26 02:00:00	9.155	13.079	220.416	26.024	49.570	640.160	0.000
02/06/26 03:00:00	7.847	11.771	234.455	25.826	51.470	639.940	0.000
02/06/26 04:00:00	7.847	11.771	238.667	25.214	52.750	639.740	0.000
02/06/26 05:00:00	7.847	10.463	240.071	25.430	51.780	639.580	0.000
02/06/26 06:00:00	7.847	11.335	226.031	24.890	52.690	639.600	1.970
02/06/26 07:00:00	6.975	12.643	226.031	24.458	53.720	639.600	1.970
02/06/26 08:00:00	3.924	6.975	244.282	25.808	51.490	639.580	26655.760
02/06/26 09:00:00	3.924	6.975	242.878	27.896	47.940	639.420	539609.440
