BIL5 ,3,887.9000 ,45.97120 ,-107.9965,GPSMET    ,           ,Billings 5, MT                                    ,
BSPC ,3,33.30000 ,-1.352900,-48.13260,GPSMET    ,           ,Big Sheep Creek, MT                               ,
MTMS ,3,789.4000 ,48.54100 ,-109.6866,GPSMET    ,           ,Montana State Univer, MT                          ,
PLS5 ,3,988.8000 ,47.66380 ,-114.1139,GPSMET    ,           ,Polson 5, MT                                      ,
P051 ,3,1081.100 ,45.80660 ,-108.5461,GPSMET    ,           ,BillingsAPMT2005, MT                              ,
P052 ,3,858.6000 ,47.37470 ,-107.0187,GPSMET    ,           ,LRRnchJrdnMT2006, MT                              ,
P714 ,3,2250.100 ,44.89590 ,-110.7444,GPSMET    ,           ,YNPPantherWY2008, MT                              ,
P722 ,3,1452.800 ,45.45720 ,-109.5710,GPSMET    ,           ,YNPBassRchMT2005, MT                              ,
P045 ,3,1628.800 ,45.38290 ,-112.6170,GPSMET    ,           ,BirchCreekMT2006, MT                              ,
P046 ,3,1302.500 ,47.02960 ,-113.3320,GPSMET    ,           ,ClearwaterMT2006, MT                              ,
P047 ,3,1488.200 ,48.42130 ,-113.2200,GPSMET    ,           ,E_Glacier_MT2007, MT                              ,
P048 ,3,1502.300 ,45.65300 ,-111.2040,GPSMET    ,           ,BozemanRR_MT2007, MT                              ,
P049 ,3,1198.600 ,47.35000 ,-110.9060,GPSMET    ,           ,Armington_MT2006, MT                              ,
P050 ,3,1280.700 ,48.80950 ,-111.2480,GPSMET    ,           ,WickumRnchMT2006, MT                              ,
P055 ,3,683.3000 ,47.11670 ,-104.6850,GPSMET    ,           ,GlendiveWTMT2006, MT                              ,
P360 ,3,1866.000 ,44.31780 ,-111.4510,GPSMET    ,           ,HLFIslParkID2005, MT                              ,
P719 ,3,1715.400 ,45.21780 ,-111.7890,GPSMET    ,           ,EnnisFish_MT2006, MT                              ,
PLS6 ,3,988.6000 ,47.66380 ,-114.1140,GPSMET    ,           ,Polson 6, MT                                      ,
ABOM8,3,1106.451 ,46.87722 ,-113.9314,HADS      ,           ,CLARK FORK RIVER ABOVE MISSOULA  MT US        USGS,
BGCM8,3,609.6000 ,48.67278 ,-104.5117,HADS      ,           ,BIG MUDDY CREEK NEAR ANTELOPE 3S MT US        USGS,
BGHM8,3,823.0000 ,46.12444 ,-107.4689,HADS      ,           ,BIG HORN RIVER ABOVE TULLOCK CRE MT US  USARMY-COE,
BILM8,3,944.9000 ,45.80000 ,-108.4667,HADS      ,           ,YELLOWSTONE RIVER NEAR BILLINGS  MT US  USARMY-COE,
BLAM8,3,1298.800 ,46.91889 ,-113.0150,HADS      ,           ,BLACKFOOT RIVER ABOVE NEVADA CRE MT US        USGS,
BTCM8,3,1211.600 ,47.20861 ,-110.9317,HADS      ,           ,BELT CREEK NEAR MONARCH 9NNW     MT US        USGS,
CHIM8,3,1838.570 ,48.06222 ,-115.6975,HADS      ,           ,CHICAGO RIDGE MET STATION NEAR N MT US        USFS,
CLBM8,3,643.7690 ,48.12361 ,-104.4733,HADS      ,           ,MISSOURI RIVER NEAR CULBERTSON 3 MT US  USARMY-COE,
CLKM8,3,1791.349 ,45.00167 ,-112.8575,HADS      ,           ,CLARK CANYON DAM NEAR DILLON 18S MT US        USBR,
CMRM8,3,1930.559 ,44.88861 ,-111.5642,HADS      ,           ,MADISON RIVER AT KIRBY RANCH NEA MT US        USGS,
CORM8,3,1548.100 ,45.11222 ,-110.7936,HADS      ,           ,YELLOWSTONE RIVER AT CORWIN SPRI MT US  USARMY-COE,
DKRM8,3,1149.388 ,45.14139 ,-106.7708,HADS      ,           ,TONGUE RIVER AT TONGUE RIVER DAM MT US        USGS,
DRBM8,3,1182.300 ,46.02778 ,-114.1761,HADS      ,           ,RANGER STATION AT DARBY NEAR MIS MT US        USGS,
DTTM8,3,990.0000 ,47.93028 ,-111.5519,HADS      ,           ,TETON RIVER NEAR DUTTON 10NE     MT US        USGS,
ECCM8,3,810.8000 ,48.97472 ,-110.4217,HADS      ,           ,MILK RIVER AT EASTERN CROSSING N MT US        USGS,
EDGM8,3,1054.300 ,45.46583 ,-108.8442,HADS      ,           ,CLARKS FORK YELLOWSTONE RIVER AT MT US        USGS,
EGBM8,3,1407.900 ,45.72556 ,-111.0661,HADS      ,           ,EAST GALLATIN RIVER BELOW BRIDGE MT US        USGS,
EPRM8,3,734.9000 ,49.00000 ,-105.4089,HADS      ,           ,EAST POPLAR RIVER AT INTERNATION MT US        USGS,
